epoch,composite training loss,activity training loss (cross entropy),TTNE training loss (MAE),composite validation loss,TTNE - MAE standardized,TTNE - MAE minutes,Cross Entropy validation set next activity,Next Activity Accuracy (validation)
0,0.12016235534101724,0.06275103706866503,0.05455640330910683,0.5493171811103821,0.2567407190799713,1934.304533386333,0.29257646203041077,0.9004018902778625
1,0.07782006710767746,0.044425296168774366,0.03322056864388287,0.5612353682518005,0.26186951994895935,1972.9453177826294,0.2993658483028412,0.9000524282455444
2,0.0743013807758689,0.042603686638176444,0.03156920963898301,0.5508918166160583,0.2612003684043884,1967.903878034294,0.28969141840934753,0.8997029662132263
3,0.07355201985687017,0.04209683034569025,0.03142682655714452,0.5495748519897461,0.2589389383792877,1950.8660884496753,0.2906359136104584,0.899877667427063
4,0.07294664843007923,0.041586098819971086,0.03120478330180049,0.5526300072669983,0.25167110562324524,1896.1096715545132,0.3009589612483978,0.899877667427063
5,0.07259790673851967,0.04132713546976447,0.031115689650177955,0.5517240166664124,0.2557373046875,1926.7447313604696,0.29598671197891235,0.8997029662132263
6,0.07236761711537838,0.04106448212638497,0.031121748378500343,0.5493696331977844,0.2539221942424774,1913.0695481835057,0.2954474091529846,0.9007513523101807
7,0.07174381928518414,0.040763686262071136,0.030837829485535623,0.5381726026535034,0.25512513518333435,1922.1325987336243,0.28304749727249146,0.9000524282455444
8,0.07137172976508736,0.04041194162331521,0.030883006723597645,0.5421660542488098,0.25222063064575195,1900.249835787335,0.28994542360305786,0.8995282053947449
9,0.07142712134867907,0.040499735679477455,0.030910348780453206,0.5409042239189148,0.25081339478492737,1889.6476114308282,0.2900908291339874,0.8995282053947449
10,0.07149978509172797,0.04035865101031959,0.031004653405398132,0.5368220806121826,0.24912983179092407,1876.96351697471,0.2876923084259033,0.9011008143424988
11,0.07090174486860633,0.04004943572916091,0.030722509901970625,0.5424795150756836,0.25914591550827026,1952.4254702272635,0.28333359956741333,0.9016250371932983
12,0.07117126416414976,0.04005079726688564,0.030870566470548512,0.5476686954498291,0.25406259298324585,1914.127323209311,0.29360607266426086,0.8997029662132263
13,0.07107774203643202,0.040127397114411,0.030787139367312193,0.5425206422805786,0.2529069781303406,1905.4208310843633,0.28961363434791565,0.8995282053947449
14,0.07129596441984176,0.04013705897144973,0.030875536063686013,0.5345681309700012,0.24958756566047668,1880.4121195264709,0.28498053550720215,0.899877667427063
15,0.07067257458344102,0.03979728518985212,0.03073524004779756,0.5520650744438171,0.2570136487483978,1936.360806722424,0.2950514256954193,0.8995282053947449
16,0.07067954355850815,0.03984142649918795,0.030744329541921616,0.5476581454277039,0.2536473572254181,1910.9989047345614,0.2940107583999634,0.899877667427063
17,0.0708534044586122,0.040093082012608645,0.030750620905309917,0.5531538724899292,0.25126245617866516,1893.0308748757095,0.30189138650894165,0.899877667427063
18,0.0708950194530189,0.0400270177051425,0.03075605389662087,0.5455164909362793,0.25404664874076843,1914.0071980471787,0.2914698123931885,0.9019744992256165
19,0.07063772113993765,0.039801071183756,0.030675911344587803,0.5295289158821106,0.25215527415275574,1899.757434889099,0.27737364172935486,0.901799738407135
20,0.07038910202682018,0.03969703186303377,0.030559616917744278,0.5491923093795776,0.2551957070827484,1922.6642929091938,0.2939966022968292,0.9019744992256165
21,0.07045137872919441,0.03971040892414748,0.03064516036771238,0.5536300539970398,0.25469598174095154,1918.8993233416486,0.29893407225608826,0.9011008143424988
22,0.07031594775617123,0.03969130867160857,0.030542582692578434,0.5541861057281494,0.2543479800224304,1916.2774513449751,0.29983803629875183,0.9007513523101807
23,0.07048167314380407,0.03963431953452527,0.030671284012496473,0.534990668296814,0.25007742643356323,1884.1027686666032,0.28491321206092834,0.9016250371932983
24,0.07010822493582963,0.039613078041002156,0.030413876622915267,0.5356068015098572,0.25070875883102417,1888.8592760210206,0.2848981022834778,0.9014502763748169
25,0.07047894367948175,0.03966490811668336,0.030637543639168142,0.5511882901191711,0.25224295258522034,1900.4180110143207,0.29894521832466125,0.8993535041809082
26,0.07023972764611244,0.039555241456255316,0.030619180705398322,0.5510215759277344,0.2539667785167694,1913.4054495714497,0.2970547676086426,0.9021492004394531
27,0.07011398170143365,0.03949442490004003,0.030547612560912967,0.543640673160553,0.2518000304698944,1897.0810013701857,0.29184067249298096,0.899877667427063
28,0.07015358975157142,0.03946263155899942,0.030569431399926544,0.5382924675941467,0.2530117928981781,1906.2105136922505,0.28528061509132385,0.9016250371932983
29,0.07016526393592358,0.039413069700822236,0.03062783491797745,0.5415680408477783,0.25256553292274475,1902.8483563506225,0.2890024781227112,0.8993535041809082
30,0.0702887754701078,0.039603877207264306,0.03056511053815484,0.5427065491676331,0.25473326444625854,1919.1802141413266,0.2879732847213745,0.9021492004394531
31,0.06998821903020143,0.039364181561395525,0.03051808577030897,0.5425511002540588,0.2508509159088135,1889.9302984946128,0.29170021414756775,0.9011008143424988
32,0.069819828979671,0.03927121358923614,0.03045074929483235,0.5425813794136047,0.2515327036380768,1895.0669402406008,0.29104864597320557,0.899877667427063
33,0.06977053377777338,0.039205745421350004,0.030410974277183412,0.5433804988861084,0.2508751451969147,1890.1128438344515,0.2925053536891937,0.899877667427063
34,0.06958620514720679,0.039142218502238396,0.030356584321707486,0.5443752408027649,0.2509700655937195,1890.8279814819127,0.29340508580207825,0.9019744992256165
35,0.06956574250012636,0.03908526388928294,0.030430320436134934,0.5432270765304565,0.25073879957199097,1889.085605298459,0.2924882471561432,0.9002271294593811
36,0.06949192373082042,0.039059575172141196,0.030293804900720714,0.538657546043396,0.2515723407268524,1895.365569148332,0.28708529472351074,0.899877667427063
37,0.0694782292842865,0.03908294909633696,0.030390835581347347,0.5407803058624268,0.2514752745628357,1894.6342651239108,0.28930503129959106,0.899877667427063
38,0.06947411911562085,0.03909127088263631,0.030334553020074963,0.5490240454673767,0.25204384326934814,1898.9179059522519,0.2969801425933838,0.9005765914916992
39,0.06967550050467253,0.039198684757575396,0.030367002058774233,0.5398561954498291,0.2516951560974121,1896.2908696962718,0.2881610691547394,0.899877667427063
40,0.06947197483852506,0.039074243269860746,0.03035509808920324,0.5392226576805115,0.2521974444389343,1900.0751491029632,0.28702524304389954,0.9019744992256165
41,0.06950968321412802,0.039119485076516865,0.030348533997312188,0.5480837821960449,0.25126004219055176,1893.0126877016296,0.29682374000549316,0.899877667427063
42,0.0694475370272994,0.03895527616143227,0.030375226335600018,0.544875979423523,0.2514980435371399,1894.8058083460962,0.29337799549102783,0.899877667427063
43,0.06938531242311001,0.038896327735856176,0.03037055584602058,0.5484681725502014,0.25055623054504395,1887.7101160587893,0.2979119122028351,0.899877667427063
44,0.06922167228534817,0.038779836557805536,0.030349512780085207,0.548210859298706,0.25017619132995605,1884.846871072784,0.2980346083641052,0.899877667427063
45,0.0691466605477035,0.03878283421508968,0.03029510739259422,0.5398290753364563,0.2517276108264923,1896.5353861477897,0.288101464509964,0.9009261131286621
46,0.06928286360576749,0.03892428217455745,0.03031485080718994,0.541992723941803,0.2501290738582611,1884.4918843787068,0.2918636202812195,0.899877667427063
47,0.06935322789475322,0.03891211590729654,0.030286473156884312,0.5420700907707214,0.2512057423591614,1892.6035885513395,0.29086434841156006,0.8997029662132263
