log,model,method,dl_similarity,ges_approx,ttne_mae_minutes,rrt_mae_minutes,nb_f1,nb_accuracy,nb_tp,nb_fp,nb_fn,nb_tn,first_step_f1,first_step_accuracy,training_time_seconds,testing_time_seconds,num_trainable_params
Sepsis,suffix_time_nb_v1,gatv2_seq_gru_nb_v1,0.476109,0.430055,2924.00651,23200.445833,0.692659,0.694288,7666,2539,4264,7784,0.618572,0.637736,2802.28,8.32,26012
BPI_Challenge_2012_O,suffix_time_nb_v1,gatv2_seq_gru_nb_v1,0.727593,0.709621,2591.570312,6714.680729,0.789634,0.785188,7496,16,3978,7103,0.804564,0.81932,4665.44,16.59,23219
BPI_Challenge_2012_A,suffix_time_nb_v1,gatv2_seq_gru_nb_v1,0.736511,0.71514,2002.673307,6180.334896,0.79109,0.812203,9056,20,4763,11630,0.740643,0.764407,6128.72,25.74,24144
BPIC15_1,suffix_time_nb_v1,gatv2_seq_gru_nb_v1,0.187729,0.273057,2078.136589,50877.558333,0.201884,0.573488,15121,98720,20837,145635,0.120033,0.125304,17606.17,520.09,88723
BPIC15_4,suffix_time_nb_v1,gatv2_seq_gru_nb_v1,0.241002,0.375325,3309.461979,43695.058333,0.107765,0.774298,2632,20574,23009,146885,0.115388,0.126524,18711.58,227.74,83301
BPIC15_2,suffix_time_nb_v1,gatv2_seq_gru_nb_v1,0.19055,0.386856,3121.995833,83478.016667,0.155095,0.715709,6209,40969,26680,164099,0.118638,0.121363,19477.99,1519.07,87427
BPIC15_3,suffix_time_nb_v1,gatv2_seq_gru_nb_v1,0.223456,0.310851,1078.023633,25496.379167,0.176691,0.5949,12891,97446,22688,163529,0.209383,0.215074,21412.8,458.34,88075
BPIC15_5,suffix_time_nb_v1,gatv2_seq_gru_nb_v1,0.175691,0.443079,2282.313542,46758.529167,0.131437,0.822055,4076,27006,26864,244788,0.190973,0.195373,21412.65,2696.4,85836
