log,model,method,dl_similarity,ges_approx,ttne_mae_minutes,rrt_mae_minutes,nb_f1,nb_accuracy,nb_tp,nb_fp,nb_fn,nb_tn,first_step_f1,first_step_accuracy,training_time_seconds,testing_time_seconds,num_trainable_params
Sepsis,suffix_time_nb_v1,gatv2_gru_nb_v1,0.431894,0.414394,3021.567708,24457.352083,0.623199,0.628634,6834,3168,5096,7155,0.608959,0.631904,1717.63,12.26,26012
BPI_Challenge_2012_O,suffix_time_nb_v1,gatv2_gru_nb_v1,0.727304,0.712098,2591.360677,6750.713021,0.789119,0.784865,7484,10,3990,7109,0.806339,0.822165,5486.34,24.98,23219
BPI_Challenge_2012_A,suffix_time_nb_v1,gatv2_gru_nb_v1,0.736853,0.714707,2038.133203,6214.230208,0.792338,0.812714,9100,51,4719,11599,0.741113,0.764862,6309.98,38.54,24144
BPIC15_4,suffix_time_nb_v1,gatv2_gru_nb_v1,0.234259,0.387745,3309.27474,43374.075,0.110913,0.785132,2588,18438,23053,149021,0.13374,0.148115,19826.33,237.37,83301
BPIC15_1,suffix_time_nb_v1,gatv2_gru_nb_v1,0.178899,0.285625,2076.929036,50927.470833,0.20045,0.58267,14664,95689,21294,148666,0.089474,0.090978,20563.35,487.69,88723
BPIC15_2,suffix_time_nb_v1,gatv2_gru_nb_v1,0.194813,0.382484,3121.616406,83489.908333,0.151444,0.713814,6077,41288,26812,163780,0.155201,0.16142,21014.13,1420.53,87427
BPIC15_3,suffix_time_nb_v1,gatv2_gru_nb_v1,0.204548,0.340782,1077.05599,25534.027083,0.179694,0.622059,12276,88777,23303,172198,0.188564,0.191559,22044.19,653.5,88075
BPIC15_5,suffix_time_nb_v1,gatv2_gru_nb_v1,0.193722,0.437232,2217.883333,47063.095833,0.111708,0.850856,2839,17050,28101,254744,0.209341,0.222761,22532.49,4024.07,85836
