epoch,composite training loss,activity training loss (cross entropy),TTNE training loss (MAE),composite validation loss,TTNE - MAE standardized,TTNE - MAE minutes,Cross Entropy validation set next activity,Next Activity Accuracy (validation)
0,0.41206041507422925,0.338028007671237,0.05003159968182445,3.476328134536743,0.10074766725301743,2997.22087347035,3.375579833984375,0.27737855911254883
1,0.23276941932737827,0.20151897817850112,0.019264322780072687,3.291729688644409,0.09828531742095947,2923.9665092189603,3.1934444904327393,0.29563093185424805
2,0.2060451566427946,0.17598328769207,0.018845304811839013,3.255112886428833,0.09475976228713989,2819.082021808279,3.160353183746338,0.31273353099823
3,0.1899386916309595,0.16159136660397053,0.018632683968171478,3.24686598777771,0.09251119196414948,2752.1875507868567,3.154355049133301,0.32811152935028076
4,0.17978403232991697,0.15227327801287174,0.018398178415372966,3.1636884212493896,0.09074512124061584,2699.647336398505,3.0729432106018066,0.3410462737083435
5,0.17253445126116276,0.14561179596930743,0.017830694457516075,3.190711736679077,0.09180910885334015,2731.3007331363406,3.098902463912964,0.3627479076385498
6,0.16514199666678905,0.13852225936949253,0.017718901387415827,3.2070958614349365,0.09368526190519333,2787.115872505446,3.1134109497070312,0.3686404228210449
7,0.15940137464553117,0.13351310439407826,0.017765225309412925,3.1918768882751465,0.09016986191272736,2682.5334983095718,3.1017069816589355,0.35886749625205994
8,0.15574685402214528,0.13023898109793663,0.01745943697518669,3.238621711730957,0.09221403300762177,2743.3471373904185,3.1464080810546875,0.36361023783683777
9,0.15162578664720058,0.1265415068343282,0.017385369907133283,3.235212564468384,0.09088506549596786,2703.810647120231,3.144327402114868,0.3716585338115692
10,0.1483535685390234,0.12361057762056589,0.017096061530755834,3.318397283554077,0.09226048737764359,2744.72914464964,3.226137399673462,0.3641851246356964
11,0.14460525095462798,0.12021160770207644,0.01695863819681108,3.327033042907715,0.09165551513433456,2726.731353882314,3.235377311706543,0.3844495415687561
12,0.1420132865384221,0.11792611118406057,0.01690271771280095,3.3149685859680176,0.08918741345405579,2653.3058734153483,3.225781202316284,0.3807128369808197
13,0.13981621600687505,0.11556318435817957,0.01703154174145311,3.230774402618408,0.08944118767976761,2660.855600641707,3.14133358001709,0.3926415741443634
14,0.1366940201446414,0.11272908672690392,0.017082460795063526,3.2533576488494873,0.08796104788780212,2616.8217683844136,3.1653964519500732,0.3847369849681854
15,0.134152195379138,0.1106059055775404,0.01679255343740806,3.2969303131103516,0.08851995319128036,2633.4490778552254,3.2084105014801025,0.3649037182331085
16,0.12762047935277224,0.10403779994696379,0.016706004497827963,3.366382360458374,0.08770903199911118,2609.3243512964955,3.2786731719970703,0.3847369849681854
17,0.12395627666264772,0.10133890382945537,0.01654763602768071,3.361304998397827,0.08755820244550705,2604.8372053533226,3.273747205734253,0.3792756497859955
18,0.12069468852132559,0.0983221160247922,0.01638494399143383,3.430741548538208,0.08767619729042053,2608.3475259570578,3.3430652618408203,0.38689279556274414
19,0.12097333047538995,0.0981461763381958,0.01642303091241047,3.408289670944214,0.09228470176458359,2745.449517318841,3.316004753112793,0.3765449821949005
20,0.11923557039350272,0.09618046388030052,0.01656453125178814,3.412271022796631,0.08808934688568115,2620.638635265536,3.3241820335388184,0.38416212797164917
21,0.1175898963212967,0.09544264089316129,0.016081466124160216,3.448967218399048,0.08795972913503647,2616.782535780583,3.3610072135925293,0.38545557856559753
22,0.11690825272351503,0.09452412545681,0.016343291078228503,3.4934499263763428,0.09058980643749237,2695.026755271683,3.402860164642334,0.38876113295555115
23,0.1167246238514781,0.09445245251059532,0.016201000140281394,3.483311653137207,0.08994646370410919,2675.8874508900844,3.3933658599853516,0.3897671699523926
24,0.11462776076048613,0.09279769469052553,0.01604328727698885,3.4597747325897217,0.0874578207731247,2601.8508727465073,3.372316837310791,0.3900546133518219
25,0.11364453177899123,0.09154278609901667,0.01613234273623675,3.5112380981445312,0.08980199694633484,2671.589596719065,3.4214365482330322,0.39249783754348755
26,0.113111572265625,0.09103734768927098,0.01622659982414916,3.5333666801452637,0.08731820434331894,2597.6973147624567,3.4460484981536865,0.38732394576072693
27,0.1097220891714096,0.08775663500651718,0.016064236008096488,3.510004997253418,0.08831154555082321,2627.248996531256,3.4216933250427246,0.39393502473831177
28,0.10789460793137551,0.08629660921171307,0.015936407000990586,3.5540263652801514,0.0913020446896553,2716.2156861370067,3.462724447250366,0.39134809374809265
29,0.10717680543661118,0.08549436423927545,0.01588121994631365,3.5566558837890625,0.08770748227834702,2609.2782474456662,3.4689481258392334,0.39177924394607544
30,0.10759601540863514,0.08619549702852965,0.016054493880365044,3.5661587715148926,0.08824155479669571,2625.1667870375704,3.477916717529297,0.3937913179397583
31,0.10692899592220784,0.08529287775978446,0.015895337937399744,3.596129894256592,0.08990584313869476,2674.6789980308586,3.5062239170074463,0.39364761114120483
32,0.10608779218047858,0.08456061128526926,0.015919414712116123,3.6133227348327637,0.08867625892162323,2638.0991388482016,3.5246469974517822,0.388904869556427
33,0.1053560571745038,0.0839231587573886,0.015734684746712448,3.589484691619873,0.08822794258594513,2624.7618267709154,3.5012564659118652,0.39580339193344116
34,0.10486241709440947,0.08352978589013219,0.015729273105971515,3.6018176078796387,0.09124775230884552,2714.6004997860928,3.5105700492858887,0.3933601677417755
35,0.10388961460441351,0.08275905108079314,0.01574688039254397,3.621250867843628,0.08946555107831955,2661.5804063734886,3.531785011291504,0.39206668734550476
36,0.10403891377151013,0.08268191868439317,0.015784998724702747,3.614286184310913,0.08898482471704483,2647.2789031851166,3.525301456451416,0.3949410617351532
37,0.10415628045797348,0.08293158337473869,0.015783286577789112,3.6419646739959717,0.09014768153429031,2681.8736369445833,3.551816701889038,0.3881862461566925
38,0.10086530447006226,0.07996618457138538,0.015591397546231747,3.64471173286438,0.08635120093822479,2568.9291768046196,3.5583605766296387,0.3900546133518219
39,0.10119094919413328,0.08008210519328714,0.0156979250558652,3.6366312503814697,0.08629753440618515,2567.33260931654,3.5503337383270264,0.39580339193344116
40,0.10095317378640174,0.07987229565158487,0.015798844414530323,3.6399409770965576,0.09000346809625626,2677.583318979949,3.5499372482299805,0.39321643114089966
41,0.0998136854544282,0.07930477017536759,0.015496438127011061,3.6692044734954834,0.08721249550580978,2594.5525001684173,3.5819919109344482,0.39465364813804626
42,0.09942458532750606,0.07864289982244373,0.01549680478638038,3.6427550315856934,0.08658266812562943,2575.815274562797,3.5561721324920654,0.3956596851348877
43,0.09966897059231997,0.07896704271435738,0.015573346901219339,3.634249210357666,0.09154015779495239,2723.299498486239,3.5427091121673584,0.39580339193344116
44,0.09848357681185008,0.0779364039003849,0.015448071433929726,3.654829263687134,0.08554957807064056,2545.081073350863,3.5692801475524902,0.3942224681377411
45,0.09859340228140354,0.07767156163230539,0.015591852595098316,3.685267210006714,0.0924689844250679,2750.931885811157,3.5927982330322266,0.3953722417354584
46,0.09952690124511719,0.07858862174674869,0.015419077805709093,3.6887450218200684,0.08737999200820923,2599.5354841611293,3.601364850997925,0.3933601677417755
