epoch,composite training loss,activity training loss (cross entropy),TTNE training loss (MAE),composite validation loss,TTNE - MAE standardized,TTNE - MAE minutes,Cross Entropy validation set next activity,Next Activity Accuracy (validation)
0,0.9384262261539698,0.4642032146453857,0.4734933260921389,0.6952544450759888,0.18097464740276337,13387.273414542955,0.514279842376709,0.8131714463233948
1,0.9155472287721932,0.44808492781594395,0.4668444145936519,0.6823064684867859,0.1813654601573944,13416.183083798964,0.5009410977363586,0.8137532472610474
2,0.911710802204907,0.4458682397939265,0.46526958339847624,0.6848220229148865,0.1757037490606308,12997.36820815595,0.5091182589530945,0.8124539256095886
3,0.9106864737719298,0.4438182904571295,0.46640924762934444,0.7033424973487854,0.17640548944473267,13049.278188491986,0.5269370079040527,0.8141604661941528
4,0.9042408831417561,0.44154273853637277,0.46233848785981535,0.6707448959350586,0.16834551095962524,12453.055804616688,0.5023994445800781,0.8134042024612427
5,0.904224666878581,0.43970306881703436,0.46400363692082464,0.6869054436683655,0.17991074919700623,13308.573461979902,0.5069946646690369,0.8137726187705994
6,0.9029616534337401,0.4401697294972837,0.46254672940820457,0.6991086006164551,0.19741977751255035,14603.772279312065,0.5016888380050659,0.8129775524139404
7,0.903159034140408,0.438427178831771,0.46445997068658473,0.689172089099884,0.18046049773693085,13349.240119541268,0.508711576461792,0.8141798973083496
8,0.8967925422266125,0.4366155062336475,0.45990790161304174,0.669737696647644,0.1742955893278122,12893.202129508272,0.49544212222099304,0.8141217231750488
9,0.9033330741897225,0.43873885757289827,0.46436732321511953,0.6893197298049927,0.18118365108966827,13402.734085644674,0.5081360936164856,0.814102292060852
10,0.9004583564586938,0.4376518283598125,0.4626270794309676,0.6732273101806641,0.17848116159439087,13202.822295278305,0.4947461783885956,0.8136562705039978
11,0.9009611464291811,0.4371712748333812,0.4634518202394247,0.6779324412345886,0.1769816279411316,13091.896995527264,0.5009509325027466,0.8129387497901917
12,0.8974357951432467,0.4348538621608168,0.46222067549824714,0.6912252902984619,0.17936694622039795,13268.346616750609,0.5118582248687744,0.8124927282333374
13,0.899067436363548,0.4359350441023707,0.4629811967443675,0.6767898201942444,0.1784733086824417,13202.24139026828,0.49831658601760864,0.8130550980567932
14,0.8980071646906436,0.4340870199352503,0.46362632474862037,0.6834681630134583,0.1717032641172409,12701.439543580444,0.5117648839950562,0.8128417730331421
15,0.8926276879198849,0.43254991529509423,0.4598335455637425,0.6872877478599548,0.17496657371520996,12942.836990412254,0.5123211145401001,0.8131908774375916
16,0.8952927502989769,0.43462717168964443,0.46041260349564256,0.6917634010314941,0.17974449694156647,13296.275250980198,0.5120188593864441,0.813113272190094
17,0.895078398976475,0.43417640736326574,0.4606616342347115,0.6774743795394897,0.17531396448612213,12968.534596671654,0.502160370349884,0.8120079040527344
18,0.8943415463902056,0.4319715543277562,0.4622197665181011,0.6971591711044312,0.18051929771900177,13353.5897422539,0.516639769077301,0.813093900680542
19,0.8968394112586975,0.43444273523055016,0.46215262250974776,0.6829302906990051,0.17766013741493225,13142.088511137246,0.5052701234817505,0.8119691014289856
20,0.8927053496614099,0.42979780183173716,0.4627449800912291,0.6996797919273376,0.18321047723293304,13552.664897131448,0.5164693593978882,0.8122987747192383
21,0.8886152748018503,0.42793291857466104,0.4604849456436932,0.6981657147407532,0.17962723970413208,13287.601358145504,0.5185385942459106,0.8122212290763855
22,0.8888441141881048,0.42897757994942365,0.4596712834574282,0.6816842555999756,0.17531874775886536,12968.888430653093,0.5063655376434326,0.8125702738761902
23,0.8875801441445946,0.4275924995727837,0.459834178481251,0.6972072124481201,0.18182872235774994,13450.45207024423,0.5153785347938538,0.8127060532569885
24,0.8878894600272179,0.4274297126661986,0.46025802826508877,0.7003109455108643,0.1851080060005188,13693.031168253925,0.5152029991149902,0.8103207349777222
25,0.887391256466508,0.42810104246251285,0.45911769394762814,0.7046647667884827,0.179703488945961,13293.24175840413,0.5249611735343933,0.810088038444519
26,0.8878403809666634,0.42808569798246027,0.45963973507285116,0.6984195709228516,0.17871025204658508,13219.768848644753,0.5197092890739441,0.8097583651542664
27,0.8894553004018962,0.42789094359613955,0.4614559788163751,0.704677164554596,0.18692496418952942,13827.437376019283,0.5177522301673889,0.8103013634681702
28,0.888741556853056,0.42919056327082217,0.459417165433988,0.705995500087738,0.17891256511211395,13234.734593087078,0.5270829200744629,0.8098747134208679
29,0.8892623861692845,0.4291235582437366,0.4600013978872448,0.7066362500190735,0.1792570799589157,13260.219458042995,0.5273791551589966,0.8110770583152771
30,0.8876906911842525,0.42728723694570364,0.4602049497980624,0.6995418071746826,0.1716352105140686,12696.405400922413,0.5279066562652588,0.8102819919586182
31,0.882655150666833,0.42552633131854234,0.457067337827757,0.7016190886497498,0.1772937774658203,13114.987694104108,0.5243253707885742,0.8099910616874695
32,0.8827012407593429,0.4244552544131875,0.4581147278752178,0.7003586888313293,0.17207403481006622,12728.86663743136,0.5282846093177795,0.810068666934967
33,0.8846737973578275,0.4260404878202826,0.4585218633618206,0.6993234157562256,0.17474764585494995,12926.642196470542,0.5245757102966309,0.8099135160446167
34,0.8851681496948004,0.42687978941947224,0.4581770397908986,0.7003852128982544,0.18279440701007843,13521.886852179061,0.5175908207893372,0.810863733291626
35,0.8834332967735827,0.4254059759248048,0.4578313560038805,0.6988829970359802,0.17789562046527863,13159.50794543216,0.5209873914718628,0.8109025359153748
36,0.8816529669240117,0.42492757927626373,0.45659970700275154,0.704854428768158,0.18142783641815186,13420.797255282763,0.5234265327453613,0.8100492358207703
37,0.884544477686286,0.42581214672885837,0.4585838568210602,0.6969680190086365,0.17707903683185577,13099.102642681972,0.5198889374732971,0.8096808195114136
38,0.8842303626053035,0.42548713942058386,0.4584949968662113,0.6984433531761169,0.1747221201658249,12924.753979616326,0.5237212777137756,0.8098165392875671
39,0.8833722929283977,0.42592805352061985,0.45732251697219906,0.6910912990570068,0.16989868879318237,12567.94933593526,0.5211925506591797,0.8097583651542664
40,0.8838902688026429,0.4271186618320644,0.4567045525554568,0.702301025390625,0.17958685755729675,13284.614161604391,0.5227141976356506,0.8101655840873718
41,0.8833160956948996,0.42494780450128017,0.45826959506608544,0.7128319144248962,0.18327751755714417,13557.624084304314,0.5295543670654297,0.810088038444519
42,0.8806049757264555,0.4241755559667945,0.4562677187565714,0.6910637021064758,0.1680871844291687,12433.946565045935,0.5229765176773071,0.810107409954071
43,0.8824397298879921,0.4239976704865694,0.45831799430772663,0.6950139403343201,0.17428506910800934,12892.423915206416,0.5207288861274719,0.810107409954071
44,0.8797687789984048,0.4246125406213105,0.455021639354527,0.7075185179710388,0.18456578254699707,13652.921165398562,0.5229527354240417,0.8101268410682678
45,0.8836687375232577,0.42488652882166206,0.4585929471999407,0.6997653245925903,0.17766939103603363,13142.773031082646,0.5220959186553955,0.8100104928016663
46,0.8821329896710813,0.42504828904755415,0.4569482452236116,0.6991376876831055,0.1729186475276947,12791.345341175585,0.5262189507484436,0.8099910616874695
47,0.8799856929481029,0.4233146383985877,0.4565519179124385,0.7025958895683289,0.17952266335487366,13279.865511161912,0.5230731964111328,0.8099328875541687
48,0.8823107694648207,0.4243835673108697,0.4578433841280639,0.7075257897377014,0.1779155433177948,13160.98170254488,0.5296103358268738,0.810088038444519
49,0.879295038562268,0.42352299761027096,0.45563753647729754,0.7034130096435547,0.1770583987236023,13097.575975815018,0.5263546109199524,0.8102043867111206
50,0.8780844308063388,0.4230412135925144,0.4548354015313089,0.6980862021446228,0.17761945724487305,13139.079268865204,0.5204667448997498,0.8100298643112183
