log,model,method,dl_similarity,ges_approx,ttne_mae_minutes,rrt_mae_minutes,nb_f1,nb_accuracy,nb_tp,nb_fp,nb_fn,nb_tn,first_step_f1,first_step_accuracy,training_time_seconds,testing_time_seconds,num_trainable_params
Sepsis,suffix_time_nb_v1,gatv2_gru_nb_v1,0.418118,0.407571,2972.605469,25773.335417,0.641345,0.642295,7117,3147,4813,7176,0.611683,0.634648,2513.59,10.21,26012
BPI_Challenge_2012_A,suffix_time_nb_v1,gatv2_gru_nb_v1,0.736752,0.714888,1976.017708,6134.564062,0.791823,0.812478,9083,40,4736,11610,0.740703,0.764483,6119.02,26.76,24144
BPI_Challenge_2012_O,suffix_time_nb_v1,gatv2_gru_nb_v1,0.726248,0.70835,2556.992708,6780.513542,0.78888,0.784758,7477,5,3997,7114,0.802943,0.816332,6358.44,14.24,23219
BPIC15_4,suffix_time_nb_v1,gatv2_gru_nb_v1,0.228608,0.445655,2233.972396,42751.3,0.177547,0.739285,5434,30137,20207,137322,0.23122,0.246001,18746.31,287.0,83301
BPIC15_1,suffix_time_nb_v1,gatv2_gru_nb_v1,0.177291,0.28428,2077.269922,50914.8,0.196399,0.57754,14471,96934,21487,147421,0.092771,0.102392,19340.93,393.58,88723
BPIC15_2,suffix_time_nb_v1,gatv2_gru_nb_v1,0.191535,0.38132,3134.565104,83030.525,0.157703,0.70206,6637,44645,26252,160423,0.151327,0.15914,19729.79,1067.02,87427
BPIC15_3,suffix_time_nb_v1,gatv2_gru_nb_v1,0.200556,0.316446,1077.023372,25535.754167,0.177658,0.602636,12729,94990,22850,165985,0.174496,0.177083,20739.91,683.46,88075
BPIC15_5,suffix_time_nb_v1,gatv2_gru_nb_v1,0.19521,0.451213,2214.029167,47309.666667,0.102361,0.846126,2656,18299,28284,253495,0.202604,0.21383,21774.87,3046.1,85836
