log,model,method,dl_similarity,ges_approx,ttne_mae_minutes,rrt_mae_minutes,nb_f1,nb_accuracy,nb_tp,nb_fp,nb_fn,nb_tn,first_step_f1,first_step_accuracy,training_time_seconds,testing_time_seconds,num_trainable_params
Sepsis,suffix_time_nb_v2,gatv2_gru_nb_v2,0.447176,0.413712,3165.081771,25978.333333,0.528857,0.591336,5104,2268,6826,8055,0.596154,0.625043,150.94,8.69,26012
BPI_Challenge_2012_O,suffix_time_nb_v2,gatv2_gru_nb_v2,0.685401,0.630757,3520.914844,7394.102604,0.76548,0.761469,7238,199,4236,6920,0.770311,0.794708,259.74,6.2,23219
BPI_Challenge_2012_A,suffix_time_nb_v2,gatv2_gru_nb_v2,0.713914,0.664134,2484.402865,5832.35625,0.748778,0.782088,8271,2,5548,11648,0.746739,0.768431,526.55,5.25,24144
BPIC15_4,suffix_time_nb_v2,gatv2_gru_nb_v2,0.232594,0.38692,2855.0875,43095.445833,0.132197,0.776447,3288,20815,22353,146644,0.1284,0.147332,718.99,262.83,83301
BPIC15_5,suffix_time_nb_v2,gatv2_gru_nb_v2,0.176574,0.379129,2604.065885,45811.695833,0.127966,0.79957,4452,34189,26488,237605,0.150874,0.165008,678.74,801.64,85836
BPIC15_1,suffix_time_nb_v2,gatv2_gru_nb_v2,0.191077,0.27029,2507.007812,44305.7875,0.173491,0.668592,9750,66690,26208,177665,0.072326,0.083592,1906.08,327.63,88723
BPIC15_3,suffix_time_nb_v2,gatv2_gru_nb_v2,0.18412,0.284465,1441.992448,22232.308333,0.172748,0.666735,10319,73571,25260,187404,0.133124,0.13151,2029.07,1130.93,88075
BPIC15_2,suffix_time_nb_v2,gatv2_gru_nb_v2,0.181795,0.35559,3382.436198,77011.541667,0.147395,0.730998,5533,36655,27356,168413,0.141811,0.140469,2081.45,2614.77,87427
