log,model,method,dl_similarity,ges_approx,ttne_mae_minutes,rrt_mae_minutes,nb_f1,nb_accuracy,first_step_f1,first_step_accuracy,training_time_seconds,testing_time_seconds,num_trainable_params
Sepsis,suffix_time_stop_nb_v4,gatv2_seq_gru_stop_nb_v4,0.469001,0.404961,3047.289323,22451.970833,0.526224,0.607469,0.61252,0.634648,2627.34,14.11,34463
BPI_Challenge_2012_A,suffix_time_stop_nb_v4,gatv2_seq_gru_stop_nb_v4,0.740434,0.705884,2137.817318,5928.645833,0.74871,0.782009,0.744963,0.766988,7884.57,42.76,32595
BPI_Challenge_2012_O,suffix_time_stop_nb_v4,gatv2_seq_gru_stop_nb_v4,0.724049,0.70387,2574.358073,6691.280729,0.781889,0.779003,0.799116,0.81747,12188.52,23.29,31670
BPI_Challenge_2012_W,suffix_time_stop_nb_v4,gatv2_seq_gru_stop_nb_v4,0.297189,0.357676,919.275911,8954.488542,0.846535,0.754862,0.818689,0.819265,37870.99,279.44,31670
BPIC15_2,suffix_time_stop_nb_v4,gatv2_seq_gru_stop_nb_v4,0.194429,0.303443,3132.103646,83154.85,0.148114,0.687813,0.147107,0.158055,44935.24,743.4,95878
BPIC15_4,suffix_time_stop_nb_v4,gatv2_seq_gru_stop_nb_v4,0.226322,0.388258,3762.003906,45662.15,0.143276,0.765463,0.176326,0.19331,46750.16,261.39,91752
BPIC15_1,suffix_time_stop_nb_v4,gatv2_seq_gru_stop_nb_v4,0.204193,0.248551,2080.783594,50795.808333,0.189135,0.58439,0.109903,0.119933,49660.4,351.8,97174
BPIC15_3,suffix_time_stop_nb_v4,gatv2_seq_gru_stop_nb_v4,0.222616,0.287334,1077.547461,25518.416667,0.166792,0.602892,0.177738,0.175858,50868.75,567.36,96526
BPIC15_5,suffix_time_stop_nb_v4,gatv2_seq_gru_stop_nb_v4,0.189564,0.456947,2268.46875,46666.608333,0.135302,0.80211,0.198467,0.20609,57730.48,2172.18,94287
