log,model,method,dl_similarity,ges_approx,ttne_mae_minutes,rrt_mae_minutes,nb_f1,nb_accuracy,nb_tp,nb_fp,nb_fn,nb_tn,first_step_f1,first_step_accuracy,training_time_seconds,testing_time_seconds,num_trainable_params
Sepsis,suffix_time_nb_v2,gatv2_gru_nb_v2,0.451346,0.40113,3155.751302,27618.2875,0.528343,0.590572,5103,2284,6827,8039,0.591565,0.616123,211.84,6.33,26012
BPI_Challenge_2012_O,suffix_time_nb_v2,gatv2_gru_nb_v2,0.675006,0.620368,3398.65651,7263.507812,0.718629,0.726241,6500,116,4974,7003,0.793479,0.813202,571.17,9.08,23219
BPI_Challenge_2012_A,suffix_time_nb_v2,gatv2_gru_nb_v2,0.714096,0.668334,2356.654948,5714.639583,0.748812,0.782127,8271,1,5548,11649,0.747128,0.76881,1127.04,9.9,24144
BPIC15_4,suffix_time_nb_v2,gatv2_gru_nb_v2,0.220654,0.406987,3487.558073,46357.304167,0.127389,0.771336,3223,21737,22418,145722,0.147334,0.162434,1555.11,302.83,83301
BPIC15_5,suffix_time_nb_v2,gatv2_gru_nb_v2,0.175324,0.397074,2610.396615,46121.116667,0.124027,0.812195,4025,29940,26915,241854,0.170052,0.183125,1779.07,984.79,85836
BPIC15_1,suffix_time_nb_v2,gatv2_gru_nb_v2,0.193577,0.26981,2473.65026,44709.408333,0.176323,0.678866,9635,63695,26323,180660,0.078059,0.087033,3021.95,536.59,88723
BPIC15_3,suffix_time_nb_v2,gatv2_gru_nb_v2,0.193132,0.259118,1206.297266,23621.56875,0.175378,0.661202,10684,75577,24895,185398,0.171856,0.164522,3308.69,1473.61,88075
BPIC15_2,suffix_time_nb_v2,gatv2_gru_nb_v2,0.181575,0.359819,3671.975,71659.4,0.154566,0.730418,5864,37124,27025,167944,0.098243,0.110182,2981.34,7444.77,87427
