log,model,method,dl_similarity,ges_approx,ttne_mae_minutes,rrt_mae_minutes,nb_f1,nb_accuracy,nb_tp,nb_fp,nb_fn,nb_tn,first_step_f1,first_step_accuracy,training_time_seconds,testing_time_seconds,num_trainable_params
Sepsis,suffix_time_nb_v2,gatv2_gru_nb_v2,0.450776,0.396324,3080.405729,24190.0125,0.481355,0.569361,4447,2100,7483,8223,0.626873,0.635678,427.85,6.83,26012
BPI_Challenge_2012_O,suffix_time_nb_v2,gatv2_gru_nb_v2,0.685868,0.630061,3416.3875,7404.547917,0.764,0.758834,7258,268,4216,6851,0.766717,0.799829,567.92,8.46,23219
BPI_Challenge_2012_A,suffix_time_nb_v2,gatv2_gru_nb_v2,0.713126,0.662255,2362.895312,5697.260938,0.748812,0.782127,8271,1,5548,11649,0.746293,0.768203,1152.85,10.14,24144
BPIC15_4,suffix_time_nb_v2,gatv2_gru_nb_v2,0.22049,0.406981,3505.39401,45926.7,0.129336,0.772004,3270,21655,22371,145804,0.144905,0.160756,1668.73,330.31,83301
BPIC15_5,suffix_time_nb_v2,gatv2_gru_nb_v2,0.172802,0.419162,2534.9625,46033.2875,0.120506,0.823096,3669,26284,27271,245510,0.162332,0.178107,1300.16,1507.03,85836
BPIC15_1,suffix_time_nb_v2,gatv2_gru_nb_v2,0.190965,0.269244,2582.44349,42983.729167,0.16942,0.671061,9404,65652,26554,178703,0.0574,0.067394,2490.97,330.8,88723
BPIC15_3,suffix_time_nb_v2,gatv2_gru_nb_v2,0.185592,0.274375,1448.039193,22884.914583,0.177762,0.655108,11056,77756,24523,183219,0.115815,0.116268,2514.77,1521.08,88075
BPIC15_2,suffix_time_nb_v2,gatv2_gru_nb_v2,0.178419,0.351036,3382.482552,77037.908333,0.150925,0.723009,5858,38881,27031,166187,0.138942,0.139058,2677.57,3975.29,87427
