epoch,composite training loss,activity training loss (cross entropy),TTNE training loss (MAE),composite validation loss,TTNE - MAE standardized,TTNE - MAE minutes,Cross Entropy validation set next activity,Next Activity Accuracy (validation)
0,0.6777145252749324,0.44402994779869914,0.22129571766592562,0.7232580780982971,0.16921748220920563,48927.371455987646,0.5540406107902527,0.7205603718757629
1,0.6665022882446646,0.4377143455296755,0.21740131637081503,0.7406405806541443,0.16921024024486542,48925.27752175155,0.5714303255081177,0.7202675342559814
2,0.6610834799148142,0.43648201547563076,0.21435362787917256,0.7369436621665955,0.16878418624401093,48802.08869936767,0.5681594610214233,0.7219011783599854
3,0.6566965653374791,0.43441505145281556,0.21239093686453997,0.7296746373176575,0.17133352160453796,49539.20094404805,0.5583410859107971,0.719327449798584
4,0.6571195149794221,0.4344793537259102,0.21331981322262436,0.7307155132293701,0.1699858456850052,49149.53529333384,0.5607296228408813,0.7192503809928894
5,0.6522453859634697,0.43318388395011426,0.21057204742915928,0.741898775100708,0.17053920030593872,49309.5316881025,0.5713595151901245,0.7198976874351501
6,0.6529480372183025,0.43352120235562325,0.21050246653612703,0.7190324664115906,0.1702357977628708,49221.8061840259,0.5487965941429138,0.7202675342559814
7,0.650526758916676,0.43202662574127315,0.210469945310615,0.7178778052330017,0.16660137474536896,48170.95279296989,0.5512763261795044,0.7202829718589783
8,0.6480791255086661,0.4310680251382291,0.2100440184166655,0.7149966955184937,0.17009639739990234,49181.50010423431,0.5449003577232361,0.7202521562576294
9,0.6471268859691918,0.43051703706383704,0.2101066393731162,0.7332302927970886,0.1685505211353302,48734.52700645351,0.5646796822547913,0.7199130654335022
10,0.6464990828931332,0.43031588885001837,0.2100412025488913,0.7296896576881409,0.16942022740840912,48985.99299758512,0.560269296169281,0.7197127342224121
11,0.6443172169104219,0.4289583865366876,0.209337354702875,0.746351957321167,0.16769716143608093,48487.78744712642,0.5786548256874084,0.7200209498405457
12,0.6447287707217038,0.4290175532735884,0.20971319139003752,0.7433972358703613,0.17053769528865814,49309.09652892998,0.5728594660758972,0.719512403011322
13,0.6421337907202542,0.42768339125439525,0.20892687380779534,0.7445691823959351,0.17155884206295013,49604.34987323337,0.573010265827179,0.7191579341888428
14,0.6437800189293921,0.4291141030006111,0.20951276948675512,0.7276960611343384,0.16782689094543457,48525.29730609655,0.5598692297935486,0.7194198966026306
15,0.6416187564097345,0.42817034168168905,0.20832062979228794,0.7212982177734375,0.16805237531661987,48590.49362885512,0.5532459020614624,0.719096302986145
16,0.6430390959978104,0.4287323145568371,0.2089719780208543,0.7267984747886658,0.1679714322090149,48567.089820685374,0.5588270425796509,0.7179403901100159
17,0.6419289995357395,0.4271365311834961,0.2093968409579247,0.7215726971626282,0.17007844150066376,49176.30835371064,0.5514941811561584,0.7188188433647156
18,0.6417754403315484,0.4272101477906108,0.20932203305885197,0.7343683838844299,0.16932019591331482,48957.06999238567,0.5650481581687927,0.7184489965438843
19,0.6405214478634298,0.42612599096260967,0.209312125290744,0.7186850905418396,0.1694243997335434,48987.19937944954,0.5492606163024902,0.7183102965354919
20,0.6369541113451124,0.42568191861733795,0.20729076080024242,0.7222539186477661,0.17047429084777832,49290.76383309745,0.5517798066139221,0.7180482745170593
21,0.6377274640277029,0.4258621151186526,0.207988617294468,0.7146743535995483,0.16772261261940002,48495.146376499375,0.5469517707824707,0.7191733121871948
22,0.6367696519941092,0.4245383808575571,0.20844738972373306,0.7298529744148254,0.16873440146446228,48787.693978621144,0.561118483543396,0.7195894122123718
23,0.6360388241894543,0.4251891080569476,0.20723943600896746,0.729975163936615,0.1700572967529297,49170.19458276203,0.5599178671836853,0.7188034653663635
24,0.637091627586633,0.4252317433152348,0.20847434014547617,0.7227407097816467,0.17023110389709473,49220.449004428425,0.5525096654891968,0.7187572121620178
25,0.6361929391510784,0.42490295694209634,0.20777648149989544,0.7299153208732605,0.1673835813999176,48397.11923300196,0.5625317692756653,0.7188188433647156
26,0.6365266660228371,0.4250869500078261,0.20801450440194458,0.7231440544128418,0.16856452822685242,48738.57700271263,0.554579496383667,0.7190192341804504
27,0.6341142605245114,0.42410396835766734,0.20647199705708771,0.7392421364784241,0.17014595866203308,49195.83019738095,0.5690960884094238,0.7200825810432434
28,0.6370624609291553,0.4256732426770031,0.2080412116739899,0.7400889992713928,0.16815170645713806,48619.214134241614,0.5719372630119324,0.7182640433311462
29,0.6364269730821251,0.42558645581826565,0.20740249483380466,0.7139390110969543,0.16888189315795898,48830.33957752838,0.5450571775436401,0.7188497185707092
30,0.6355044670030474,0.42465205270797013,0.20741567665711044,0.7376657128334045,0.172552689909935,49891.71003333813,0.5651129484176636,0.7194661498069763
31,0.6345150243118405,0.4249643451534212,0.20635898154694587,0.7243611812591553,0.17174078524112701,49656.95673953539,0.5526204109191895,0.719096302986145
32,0.6357463190332056,0.42446621909737586,0.2079198481095955,0.7241691946983337,0.17312903702259064,50058.35445388107,0.5510401725769043,0.7192966341972351
33,0.6376638807915151,0.4264474097266793,0.20829251051880418,0.7366414666175842,0.17398126423358917,50304.7665667021,0.5626602172851562,0.7185876965522766
34,0.6378947393782437,0.42613135223276916,0.20851703480817377,0.7344454526901245,0.16870033740997314,48777.844732399484,0.5657451152801514,0.719558596611023
35,0.6357635679095983,0.4254547445289791,0.20680454343557358,0.730534553527832,0.17104700207710266,49456.35697801569,0.559487521648407,0.7186647653579712
36,0.6357308199070394,0.42553465224802495,0.2067605720832944,0.7398824095726013,0.1684415340423584,48703.0145887522,0.5714408755302429,0.7198668718338013
37,0.6344279273785651,0.424222532697022,0.2073184500914067,0.7414695620536804,0.1678202897310257,48523.38863764677,0.5736491680145264,0.7190037965774536
38,0.6345791077800095,0.42397803435102105,0.20723243242129682,0.7320592999458313,0.16947366297245026,49001.44330246301,0.5625855922698975,0.719142496585846
39,0.6341123022325337,0.423499742615968,0.20753753412049264,0.7302923202514648,0.16852699220180511,48727.72387443951,0.5617653727531433,0.7194661498069763
40,0.6348413740284741,0.42365489558316766,0.20785704605281352,0.7280707359313965,0.16870535910129547,48779.29669914345,0.5593653917312622,0.7177708745002747
41,0.6318735170550644,0.42317952153272925,0.2061252751154825,0.7308875918388367,0.17089584469795227,49412.65148647043,0.5599917769432068,0.7193120121955872
42,0.6322074153274297,0.4229378744401038,0.20655439303722234,0.7270110845565796,0.1703450232744217,49253.38753783374,0.5566660165786743,0.7187110185623169
43,0.6321434870921075,0.42333263421431183,0.2065090200258419,0.7243260145187378,0.16943545639514923,48990.39629139026,0.554890513420105,0.7186185121536255
44,0.6332331852056086,0.4238694006204605,0.2068365080235526,0.7274760007858276,0.1687762290239334,48799.78795681195,0.5586997866630554,0.7194661498069763
45,0.6335058787092567,0.4239934546686709,0.2067514207260683,0.7361220717430115,0.16850943863391876,48722.648453595626,0.5676126480102539,0.719512403011322
46,0.6327507670037449,0.4232709746900946,0.20689026686828582,0.7277556657791138,0.16876165568828583,48795.5742372998,0.5589940547943115,0.7195277810096741
