log,model,method,dl_similarity,ges_approx,ttne_mae_minutes,rrt_mae_minutes,nb_f1,nb_accuracy,nb_tp,nb_fp,nb_fn,nb_tn,first_step_f1,first_step_accuracy,training_time_seconds,testing_time_seconds,num_trainable_params
Sepsis,suffix_time_nb_v3,gatv2_gru_nb_v3,0.477049,0.314157,3245.270052,25611.660417,0.0,0.463893,0,0,11930,10323,0.640371,0.649743,722.72,8.47,26012
BPI_Challenge_2012_O,suffix_time_nb_v3,gatv2_gru_nb_v3,0.523524,0.362095,3437.540104,24916.266667,0.0,0.382886,0,0,11474,7119,0.750463,0.787594,938.48,11.26,23219
BPI_Challenge_2012_A,suffix_time_nb_v3,gatv2_gru_nb_v3,0.669174,0.54863,1939.341536,6837.625,0.0,0.457419,0,0,13819,11650,0.747445,0.76919,1552.06,7.24,24144
BPIC15_4,suffix_time_nb_v3,gatv2_gru_nb_v3,0.172774,0.425844,3551.148958,48642.254167,0.018155,0.861082,248,1432,25393,166027,0.26841,0.280792,1522.95,322.56,83301
BPIC15_5,suffix_time_nb_v3,gatv2_gru_nb_v3,0.185672,0.343327,2110.036719,51103.241667,0.03414,0.881315,635,5625,30305,266169,0.26473,0.276176,1626.54,1289.75,85836
BPIC15_1,suffix_time_nb_v3,gatv2_gru_nb_v3,0.151621,0.399372,3394.177865,42787.070833,0.013905,0.867434,262,1464,35696,242891,0.121756,0.124465,2499.42,6305.87,88723
BPIC15_2,suffix_time_nb_v3,gatv2_gru_nb_v3,0.165277,0.372152,5077.760938,59570.541667,0.02229,0.853642,397,2335,32492,202733,0.152228,0.167282,2929.93,8496.36,87427
BPIC15_3,suffix_time_nb_v3,gatv2_gru_nb_v3,0.110351,0.304621,1455.289974,22476.729167,0.144755,0.797703,5077,29490,30502,231485,0.216961,0.215303,1259.18,21037.54,88075
